城市,贷款金额,期限,月供,还款总费用,月管理费,期限最低范围,期限最高范围,还款方式,放款日期,审批时间,担保方式,申请人数,申请条件,总利息
青岛,10万元,12月,10333,2.4,月管理费 2.00%,12,36,分期还款,3,2,信用贷,0,1、身份证明、二代身份证2、住址证明3、2周之内的个人信用报告4、工作证明、可以使用劳动合同、单位工牌、工作证、加盖所在单位公章或人力资源章的证明（四选一）5、收入证明（1）最近连续6个月的工资、奖金打入的银行卡、存折流水（2）税单、社保缴纳证明、公积金缴纳证明（三选一、均须能够在线查实）,24000
青岛,10万元,12月,10133,2.16,月管理费 1.80%,12,48,分期还款,3,2,信用贷,1,22-60周岁、现单位工作满半年、打卡工资2000以上1、年龄条件：22-60周岁2、工作地区：仅限于青岛3、工作年限：现单位工作满6个月4、收入要求：税前月打卡工资2000以上且需提供6个月打卡工资流水5、限制行业：暂不接受普通企业、私营业主和个体工商户等自雇人士申请6、受理行业：仅接受公务员、事业编制人员、大型国企及世界500强企业正式人员申请7、信用要求：接受信用记录空白人士申请温馨提示：仅接受公务员、事业编制人员、大型国企及世界500强企业正式人员申请,21600
青岛,10万元,12月,10613,2.74,月管理费 2.28%,12,24,分期还款,4,3,信用贷,0,1、身份证2、房产证原件3、银行按揭合同和房产证原件（按揭房提供6个月以上还贷流水）4、3个月的稳定收入证明（全款房）5、征信报告,27360
青岛,10万元,12月,11073,3.29,月管理费 2.74%,12,24,分期还款,3,2,信用贷,1,22周岁-60周岁、工作满6个月、在青岛成功申请过贷款1、年龄要求：22周岁-60周岁2、工作年限：在现单位连续工作满6个月3、其他要求：有申请过小贷公司贷款且贷款需是在青岛办理，成功放款且正常还款超过6个月4、行业限制：暂不接受私营业主和个体工商户等自雇人士申请温馨提示：22周岁-60周岁、工作满6个月、在青岛成功申请过贷款方可申请,32880
青岛,10万元,12月,10133,2.16,月管理费 1.80%,12,48,分期还款,3,2,信用贷,0,1、二代身份证2、劳动合同或工作证明、收入证明3、连续近3个月工资流水单4、住址证明，近期水电煤账单任意一份5、其他有价资产以及证明（房产证、本科以上学历证书、车辆行驶证、股票基金等）6、特别职业提供证书：教师资格证、注册会计师、律师职业资格证等,21600
青岛,10万元,12月,9933,1.92,月管理费 1.60%,12,48,分期还款,2,1,信用贷,1,税后打卡1500以上、提供月工资流水、工作满6个月1、收入要求：税后打卡工资1500元以上，需提供最近4月工资流水2、工作年限：在现单位连续工作满6个月（不含试用期）3、优质客户：支持公务员、行政事业编制人员、大型国有企业在编人员、注册资金在1000万以上的企业中高管理层人员、医生、护士、律师、教师等社会精英人群申请4、暂不接受普通企业、私营业主和个体工商户等自雇人士申请温馨提示：公务员、行政事业编制人员、大型国有企业正式在编人员、世界500强企业正式在编人员、医生、教师方可申请,19200
深圳,10万元,12月,8843,0.61,参考月利率 0.51%,12,48,分期还款,5,3,信用贷,1,18-55周岁、现任职单位满3个月、税前收入4000以上1、持中国（二代）居民身份证的中国公民（港、澳、台除外）2、18-55周岁（借款人在贷款期满时年龄必须不高于借款人年龄上限）3、税前月收入至少每月人民币4000元且以银行转帐的形式发放4、有稳定工作（自雇人士除外）且工作、居住在本地5、于现工作岗位至少工作3个月或工作年限大于等于2年6、针对医师、教师，更有幸福医师、幸福园丁专享优惠温馨提示：针对医师、教师，更有幸福医师、幸福园丁专享优惠,2602.3
深圳,10万元,12月,10663,2.8,月管理费 2.33%,12,36,分期还款,1,1,信用贷,1,22周岁-60周岁、连续工作满6个月、有近6个月流水1、年龄22周岁（含）-60周岁（含）2、代发工资的客户在现单位连续工作满6个月3、工作在龙岗区的客户、工资流水2500以上，其它城区客户工资流水3000以上可以申请4、比亚迪、富士康、保安等技术员类型工作，代发工资要求在3500以上，快递员要5000以上5、现金工资客户，必须要现单位工作1年半以上，月流水需要5000以上6、现金流水的外地客户必须在本地缴纳社保才可以7、暂不接受私营业主、个体工商户等自雇人士以及房地产行业销售人员、部队人员（有身份证除外）申请温馨提示：22-60周岁、有稳定工作、可以提供证明方可申请,27960
深圳,10万元,12月,10333,2.4,月管理费 2.00%,12,36,分期还款,1,1,信用贷,1,22-55周岁、本人名下有车、信用良好1、22-55周岁2、中国大陆持身份证居民都可以申请3、本人名下有车4、信用良好温馨提示：22-55周岁、本人名下有车、信用良好方可申请,24000
深圳,10万元,12月,8693,0.43,参考月利率 0.36%,12,60,分期还款,5,3,信用贷,1,21周岁-55周岁、现公司工作半年以上、缴交社保半年以上1、21周岁-55周岁2、优良职业或税后到账工资6000以上3、现公司工作半年以上4、现公司缴交社保半年以上温馨提示：21周岁-55周岁、现公司工作半年以上、缴交社保半年以上,1879
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,24,分期还款,3,1,信用贷,0,1、个人身份证 2、个人住址证明 3、个人工作证明 4、个人半年工资流水 5、个人征信报告6、社保卡,27600
深圳,10万元,12月,9533,1.44,参考月利率 0.50%,12,60,分期还款,5,3,信用贷,1,本科学历或有房产、社保连续缴满1年、社保累计缴满2年1、本科学历或深圳（广州）房产2、当前工作单位社保连续缴满1年、累计缴满2年3、信用良好 ? ? ? ? 温馨提示：本科学历或有房产、社保连续缴满1年、社保累计缴满2年方可申请,2282.1
深圳,10万元,12月,10713,2.86,月管理费 2.38%,12,36,分期还款,3,2,信用贷,1,22-55周岁、工作时间不少于6个月、名下有房产1、22-55周岁2、申请人现职单位工作时间不少于6个月3、申请人名下在进件地有房产（含商品房及非商品房，不含军产房、自建房和宅基地，抵押类房产还贷至少体现1个月）温馨提示：22-55周岁、工作时间不少于6个月、名下有房产方可申请,28560
深圳,10万元,12月,8662,0.39,参考月利率 0.60%,12,48,分期还款,3,21,信用贷,1,1.25-55周岁2.信用良好，在深圳有6个月以上的信用记录（包括工作、居住信息）3.上班或做生意都可申请温馨提示：25-55周岁、按揭满1年、信用良好方可申请,3146.2
深圳,10万元,12月,10683,2.82,月管理费 2.35%,12,36,分期还款,3,2,信用贷,1,上班族、打卡工资3000、信用记录良好1、上班族2、流水条件：打卡工资流水3000以上3、信用条件：良好温馨提示：上班族、打卡工资3000、信用记录良好方可申请,28200
深圳,10万元,12月,9623,1.55,月管理费 1.29%,12,36,分期还款,7,5,信用贷,1,22-55周岁、现单位工作满6个月、打卡工资40001、中国人民共和国大陆公民2、在申请地连续工作满6个月以上3、年龄条件：22-55周岁4、流水条件：打卡工资4000元及以上5、信用条件：信用良好6、单张信用金卡信用额度5万以上可享0.78%利率7、暂不接受不接受：娱乐、钢贸、高危行业从业人员、企业主、学生、个体工商户申请温馨提示：22-55周岁、现单位工作满6个月、打卡工资4000方可申请,15480
深圳,10万元,12月,10213,2.26,月管理费 1.88%,12,36,分期还款,3,1,信用贷,0,1、身份证2、近半年银行流水3、保单复印件4、居住证明,22560
深圳,10万元,12月,8790,0.55,参考月利率 0.83%,12,36,分期还款,3,1,抵押贷,0,1、身份证2、个人银行流水账3、行驶证4、车辆登记证,4269.4
深圳,10万元,12月,9103,0.92,参考月利率 0.77%,12,60,分期还款,3,1,信用贷,0,1、身份证2、房产证复印件或保单,3772.7
深圳,10万元,12月,9163,1,月管理费 0.83%,12,36,分期还款,1,1,抵押贷,1,粤B或者粤L牌照、车值10万、车龄5年以内1、粤B或者粤L牌照2、车值10万以上3、购买3个月以上4、车龄5年以内5、行驶距离8万公里以内温馨提示：购买3个月以上、行驶距离8万公里以内,9960
深圳,10万元,12月,10613,2.74,月管理费 2.28%,12,36,分期还款,3,1,信用贷,1,22-55周岁、缴纳基数大于2000元、信用记录良好1、22-55周岁（不含）的中国（不含港澳台）公民2、有固定工作、且工作单位为其缴纳社会保险/公积金3、现单位最近连续缴纳满6个月、社保或公积金缴纳基数大于2000元4、工作所在地与申请地一致、工作所在地与社保缴纳地一致5、信用记录正常无逾期温馨提示：22-55周岁、缴纳基数大于2000元、信用记录良好方可申请,27360
深圳,10万元,12月,8690,0.43,参考月利率 0.65%,12,120,分期还款,22,5,抵押贷,1,无身份限制、需抵押房产、房龄不超过20年1、房龄要求：最长不超过20年2、面积要求：最少75平米以上3、估值要求：最少100万以上4、抵押物坐落区域：本地5、抵押物类型：普通住宅温馨提示：无身份限制、需抵押房产、房龄不超过20年方可申请,3394.2
深圳,10万元,12月,10533,2.64,月管理费 2.20%,12,36,分期还款,3,1,信用贷,1,21周岁-55周岁、裸车价格不低于8万、信用良好1、年龄21周岁-55周岁2、估值裸车价格不低于8万3、7座以下的非营运车辆4、申请人无严重不良信用记录、暂不接受信用记录空白人士申请温馨提示：21周岁-55周岁、裸车价格不低于8万、信用良好方可申请,26400
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,2,信用贷,1,22-60周岁、现单位工作满4个月、有信用记录1、年龄22-60周岁的中国公民2、在现在单位工作最低4个月且工资不少于3000元3、有信用记录（有信用卡、贷款）温馨提示：22-60周岁、现单位工作满4个月、有信用记录方可申请,27600
深圳,10万元,12月,10013,2.02,月管理费 1.68%,12,36,分期还款,5,3,信用贷,1,22-55周岁、银行打卡3000以上、本单位工作6个月1、年龄条件：22-55周岁2、受薪人士现职单位工作时间不少于6个月3、每月打卡银行流水3000以上4、在业务申请的城市区域工作及居住5、信用报告显示有信用记录6、房产条件：本地户口可无房产、外地户口需有房产温馨提示：22-55周岁、银行打卡3000以上、本单位工作6个月方可申请,20160
深圳,10万元,12月,9678,1.61,月管理费 2.38%,12,24,分期还款,2,1,信用贷,1,年满22-55周岁、工作时间不少于6个月、本地有房产1、受薪人士现职单位工作时间不少于6个月 2、申请人所在单位为非个体户 3、关于工资发放形式需满足其一 （1）申请人工资发放形式为网银支付或网银加现金支付（2）若申请人为现金发放，需满足本地人或者本人（直系亲属名下）有房产或申请人为公司法人，占股小于20%4、申请人名下在进件地有房产。注：含商品房（不含军产房、自建房和宅基地）（抵押类房产还贷至少体现一个月）温馨提示：年满22-55周岁、工作时间不少于6个月、本地有房产方可申请,28560
深圳,10万元,12月,10383,2.46,参考月利率 0.56%,12,36,分期还款,3,1,信用贷,1,25-55周岁、公积金基数大于四千、信用良好1、贷款人群：白领上班族2、在本单位连续工作6个月以上3、必须有信用记录（贷过款或者使用过信用卡）近半年无连续3次逾期温馨提示：25-55周岁、公积金基数大于四千、信用良好方可申请,2184.7
深圳,10万元,12月,10013,2.02,月管理费 1.68%,12,36,分期还款,5,3,信用贷,1,22-55周岁、银行打卡3000以上、本单位工作6个月1、年龄条件：22-55周岁2、受薪人士现职单位工作时间不少于6个月3、每月打卡银行流水3000以上4、在业务申请的城市区域工作及居住5、信用报告显示有信用记录6、房产条件：本地户口可无房产、外地户口需有房产温馨提示：22-55周岁、银行打卡3000以上、本单位工作6个月方可申请,20160
深圳,10万元,12月,8843,0.61,参考月利率 0.51%,12,48,分期还款,3,1,信用贷,1,1.25-55周岁2.信用良好，在深圳有6个月以上的信用记录（包括工作、居住信息)3.上班或做生意都可申请,2602.3
深圳,10万元,12月,8843,0.61,参考月利率 0.51%,12,48,分期还款,3,1,信用贷,0,1.身份证2.收入证明3.保单缴费记录单或网上截屏,2602.3
深圳,10万元,12月,10333,2.4,参考月利率 0.40%,12,36,分期还款,3,1,信用贷,0,1、二代身份证2、近6个月流水3、工作证明（单位需正常年检）4、住址证明（近期电、水、物业费小票或村委会开具住址证明）5、其它（房产等）,1576.1
深圳,10万元,12月,8673,0.91,参考月利率 0.62%,12,24,分期还款,7,4,抵押贷,0,1、身份证、户口本、结婚证、离婚证2、收入证明3、近3个月银行流水4、房产证明,3245.7
深圳,10万元,12月,9483,1.38,参考月利率 0.50%,12,36,分期还款,3,2,信用贷,1,25-55周岁、月收入5000元、工作满6个月1、年龄要求：男性25-60周岁、女性25-55周岁2、行业要求：公务员、行政事业单位、金融机构、大众传媒等优质企业3、收入要求：税前月收入5000元以上、需提供月打卡工资流水4、工作年限：在现单位连续工作满6个月温馨提示：25-55周岁、月收入5000元、工作满6个月方可申请,2301.6
深圳,10万元,12月,9631,1.86,参考月利率 1.00%,12,18,分期还款,3,1,信用贷,0,1、身份证明2、工作证明3、收入证明4、住址证明,4487.8
深圳,10万元,12月,10133,2.16,月管理费 1.80%,12,36,分期还款,5,3,信用贷,1,有社保、代发工资2000以上、有近半年的银行流水1、代发工资2000以上2、签订劳动合同、有社保3、需提供近半年的银行流水温馨提示：有社保、代发工资2000以上、有近半年的银行流水方可申请,21600
深圳,10万元,12月,9673,1.61,月管理费 1.34%,12,24,分期还款,3,2,信用贷,1,22-60周岁、税前月收入3500、有信用记录1、年龄22-60周岁2、适合人群：公务员、公立医院医生/护士/药剂师、公立学校老师、电力/能源/通信/烟草行业员工3、税前月收入3500以上4、只看信用记录、不看负债温馨提示：22-60周岁、税前月收入3500、有信用记录方可申请,16080
深圳,10万元,12月,10683,2.82,月管理费 2.35%,12,24,分期还款,3,2,信用贷,1,22-60周岁、本地有房产、个人信用良好1、在本地有房产（商铺、写字楼、住宅）且能上市交易2、年龄22-60周岁的中国公民3、个人及配偶信用良好温馨提示：22-60周岁、本地有房产、个人信用良好方可申请,28200
深圳,10万元,12月,8843,0.61,参考月利率 0.51%,12,48,分期还款,3,1,信用贷,1,1.25-55周岁2.信用良好，在深圳有6个月以上的信用记录（包括工作、居住信息)3.上班或做生意都可申请,2602.3
深圳,10万元,12月,9633,1.56,月管理费 1.30%,12,36,分期还款,3,1,信用贷,0,1、身份证2、流水银行卡（开网银）3、工作证明4、居住证明5、征信报告,15600
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,2,信用贷,1,21-55周岁、工作满6个月、信用良好1、年龄21周岁（含）-55周岁（含）2、代发工资的客户在现单位连续工作满6个月（含）3、客户工资流水3000以上可以申请4、比亚迪、富士康、保安等技术员类型工作、代发工资要求在3500以上、快递员要5000以上5、现金工资客户、必须要现单位工作1年半以上、月流水需要5000以上6、现金流水的外地客户必须在深圳缴纳社保才可以7、暂不接受自雇人士以及房地产行业销售人员、部队人员（有身份证除外）申请温馨提示：21-55周岁、工作满6个月、信用良好方可申请,27600
深圳,10万元,12月,9933,1.92,月管理费 1.60%,12,24,分期还款,3,2,信用贷,1,22-60周岁、代发工资3500以上、信用良好1、22-60周岁2、深圳户口或者在深有房3、银行代发工资3500以上4、在职半年以上5、信用良好温馨提示：22-60周岁、代发工资3500以上、信用良好方可申请,19200
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,48,分期还款,2,1,信用贷,1,打卡工资超4000元、有买社保、信用良好1、打卡工资超4000元2、负债不要高于收入50%3、有买社保4、信用良好5、22-60周岁温馨提示：打卡工资超4000元、有买社保、信用良好方可申请,27600
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,1,信用贷,1,18-60周岁、现在单位工作四个月、信用良好1、年龄在18-60周岁之间中国公民2、在现在单位工作最低四个月3、工资不少于30004、有信用记录（有信用卡、贷款)温馨提示：18-60周岁、现在单位工作四个月、信用良好方可申请,27600
深圳,10万元,12月,8998,0.8,参考月利率 0.50%,12,36,随借随还,5,5,信用贷,1,25-55周岁、月收入5000元、工作满6个月1、年龄要求：男性25-60周岁、女性25-55周岁2、行业要求：公务员、行政事业单位、金融机构、大众传媒、上市公司、国有企业、500强企业等优质企业3、收入要求：税前月收入5000元以上、需提供月打卡工资流水4、工作年限：在现单位连续工作满6个月温馨提示：25-55周岁、月收入5000元、工作满6个月方可申请,2490.8
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,2,信用贷,0,1、身份证2、借款合同或放款流水（平安易贷保单也可）3、住址证明、近一个月内水电费单或燃气单、寄往住址的信用卡对帐单等（任选一）,27600
深圳,10万元,12月,9233,1.08,月管理费 0.90%,12,24,分期还款,3,2,抵押贷,1,工作收入稳定、有可抵押的全款车、征信良好1、工作收入稳定2、抵押车辆为全款车3、征信良好温馨提示：工作收入稳定、有可抵押的全款车、征信良好方可申请,10800
深圳,10万元,12月,8690,1.23,月管理费 0.65%,12,60,分期还款,15,7,抵押贷,1,22-55周岁、本人名下有房产、信用良好1、22-55周岁2、申请人名下有当地商品房产3、房龄低于30年4、信用良好温馨提示：22-55周岁、本人名下有房产、房龄低于30年方可申请,7800
深圳,10万元,12月,9833,1.8,月管理费 1.50%,12,36,分期还款,2,1,信用贷,1,工作收入稳定、名下有商品房、征信良好1、工作收入稳定2、名下有商品房3、征信良好温馨提示：工作收入稳定、名下有商品房、征信良好方可申请,18000
深圳,10万元,12月,9233,1.08,月管理费 0.90%,12,36,分期还款,3,2,信用贷,1,22-60周岁、代发工资5000以上、信用良好1、22-60周岁2、深圳市在编机关、事业单位工作人员（如公务员、医生、老师等）、企事业高管3、信用要良好4、代发工资5000以上5、当前有缴纳社保温馨提示：22-60周岁、代发工资5000以上、信用良好方可申请,10800
深圳,10万元,12月,10333,2.4,月管理费 2.00%,12,36,分期还款,3,1,信用贷,1,22-60周岁、工作满4个月、月收入大于2000元1、中国的合法公民（港、澳、台及部队人士暂不办理）2、年龄22-60周岁3、常住户口或居住1年（含）以上4、受薪者现职单位不少于4个月且月收入不低于2000元温馨提示：月收入2000元以上方可申请,24000
深圳,10万元,12月,9233,1.08,月管理费 0.90%,12,60,分期还款,5,1,信用贷,0,1、身份证2、收入证明文件3、工作证明（劳动合同复印件或者公司开具的工作证明、加盖公司公章）4、住址证明文件（上个月的水、电、煤气帐单任意一张或房产证复印件）5、信用报告,10800
深圳,10万元,12月,10833,3,月管理费 2.50%,12,18,分期还款,3,1,信用贷,0,1、身份证2、结婚证或离婚证或户口本3、按揭合同和近6个月的按揭流水4、工作证明5、近6个月的个人流水6、有其他资产可以作为辅助,30000
深圳,10万元,12月,10833,3,月管理费 2.50%,12,18,分期还款,3,1,信用贷,0,1、身份证2、结婚证或离婚证或户口本3、住址证明4、近6个月的银行代发工资流水5、工作证明（公司开具的证明、工牌、劳动合同）6、车辆行驶证、房产证可以作为提额的辅助资料,30000
深圳,10万元,12月,8833,0.6,参考月利率 0.50%,12,36,分期还款,5,3,担保贷,0,1、身份证2、工作站3、收入证明4、工资流水5、房产证,2555.1
深圳,10万元,12月,10233,2.28,月管理费 1.90%,12,24,分期还款,7,4,信用贷,0,1、身份证（复印件）2、劳动合同或工作证明、收入证明、工牌3、连续近6个月工资流水单4、近期水电煤账单任意一份5、其他有价资产以及证明 (房产证、本科以上学历证书、车辆行驶证、股票基金市值等),22800
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,24,分期还款,7,4,信用贷,0,1、身份证（复印件）2、劳动合同或工作证明、收入证明、工牌3、连续近6个月工资流水单4、近期水电煤账单任意一份5、其他有价资产以及证明 (房产证、本科以上学历证书、车辆行驶证、股票基金市值等),27600
深圳,10万元,12月,8893,0.67,参考月利率 0.56%,12,36,分期还款,5,3,信用贷,0,1、身份证2、房产证或按揭合同3、工作收入证明,2835.5
深圳,10万元,12月,9383,1.26,参考月利率 1.05%,12,36,分期还款,5,3,信用贷,0,1、身份证 2、工作证明 3、住址证明3、保单合同4、缴费凭证,4915.3
深圳,10万元,12月,9383,1.26,参考月利率 1.05%,12,36,分期还款,7,3,信用贷,0,1、身份证2、个人征信报告（有效期1个月）3、购车发票4、全险保单5、登记证和行驶证6、收入或居住证明,4915.3
深圳,10万元,12月,9383,1.26,参考月利率 1.05%,12,36,分期还款,5,3,信用贷,0,1、身份证明（二代身份证或营业执照）2、户口簿3、婚姻证明（结婚证、离婚证、未婚证明）4、房产证,4915.3
深圳,10万元,12月,9233,1.08,参考月利率 0.90%,12,36,分期还款,3,1,信用贷,0,1、身份证2、抵押合同原件3、工作证明,4318.4
深圳,10万元,12月,9933,1.92,月管理费 1.60%,12,48,分期还款,1,1,信用贷,1,大陆公民、22-60周岁、有稳定工作1、大陆公民2、22-60周岁3、企事业单位人员、注册资金1000万以上公司的管理人员温馨提示：公务员、行政事业编制人员、大型国企正式在编人员、世界500强企业正式人员方可申请,19200
深圳,10万元,12月,11113,3.34,参考月利率 0.60%,12,36,分期还款,1,1,信用贷,1,21-55周岁、月收入3000以上、信用记录良好1、贷款人群：白领上班族（薪金贷）2、年龄21-55周岁的中国公民3、月收入3000元以上4、在本单位连续工作6个月以上5、必须有信用记录（贷过款或者使用过信用卡）近半年无连续3次逾期温馨提示：信用记录良好、无信用记录不可申请,1999.1
深圳,10万元,12月,8607,0.33,参考月利率 0.50%,12,36,分期还款,5,5,信用贷,1,有本地按揭房产、信用记录良好、月供满半年1、有本地按揭房产2、信用记录良好3、月供满半年即可申请温馨提示：有本地按揭房产、信用记录良好、月供满半年方可申请,2643.3
深圳,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,5,3,信用贷,1,有稳定收入、本地有商品房、信用良好1、名下需有本地商品房2、受雇人士：税后打卡工资3000元以上，现单位连续工作6个月以上3、自雇人士：单位注册地位本地，经营半年以上4、信用良好无逾期温馨提示：有稳定收入、本地有商品房、信用良好方可申请,27600
天津,10万元,12月,8695,0.43,参考月利率 0.66%,12,24,分期还款,3,1,信用贷,1,1.申请群体为机关、事业单位、公务员、大型国企或世界500强企业正式员工，工作一年以上2.人须有天津市内房产（商品房、底商），小产权、宅基地不可入件3.房龄最长不超过20年4.贷款人年龄：25-50岁5.信用记录：征信良好（24个月不能有连续3次或多次逾期）,3443.8
天津,10万元,12月,10663,2.8,月管理费 2.33%,12,36,分期还款,3,1,信用贷,1,22-60周岁、工作满6个月、税前收入2000以上1、年龄要求：22周岁-60周岁2、收入要求：税前月收入2000元以上，需提供月打卡工资流水3、工作年限：在现单位连续工作满6个月，缴纳当地城镇保险4、工作地点：天津5、信用要求：不接受5年内有连续90天以上未还款记录的客户6、行业要求：在职人士（暂不接受个体工商户、私营业主申请）温馨提示：税前月收入2000以上、需提供月打卡工资流水方可申请,27960
天津,10万元,12月,9933,1.92,月管理费 1.60%,12,48,分期还款,3,2,信用贷,1,22-60周岁、月收入3000元以上、工作满6个月1、受理行业：仅接受公务员、行政事业编制人员、大型国企正式在编人员、世界500强企业正式人员申请，有五险一金2、限制行业：暂不接受普通企业、私营业主和个体工商户等自雇人士申请3、年龄要求：22周岁（含）-60周岁（含）4、收入要求：税前月收入3000以上且需提供6个月打卡工资流水，自存流水需要本地有房产5、工作年限：现单位工作满6个月温馨提示：公务员、行政事业编制人员、大型国企正式在编人员、世界500强企业正式人员方可申请,19200
天津,10万元,12月,9572,1.49,月管理费 2.20%,12,36,分期还款,3,1,信用贷,0,1、身份证复印件2、行驶证复印件3、车辆登记证复印件4、最近6个月流水5、有效期内交强 险保单6、有限期内车辆商业险保单,26400
天津,10万元,12月,10913,3.1,月管理费 2.58%,12,24,分期还款,7,3,信用贷,1,打卡工资2000以上、征信良好、提供6个月银行流水1、打卡工资（网银转账）2000以上、不足者需提供社保、公积金2、如申请人工资以现金发放、提供6个月银行自存流水也可以3、征信良好温馨提示：打卡工资2000以上、征信良好、提供6个月银行流水方可申请,30960
天津,10万元,12月,10113,2.14,月管理费 1.78%,12,36,分期还款,7,3,信用贷,1,打卡工资2000以上、提供社保公积金、征信良好1、打卡工资（网银转账）2000以上2、提供社保公积金3、征信良好温馨提示：打卡工资2000以上、提供社保公积金、征信良好方可申请,21360
天津,10万元,12月,9219,1.06,参考月利率 1.59%,12,48,分期还款,3,1,信用贷,1,20-60周岁、有缴纳公积金、信用良好1、年龄在20周岁至60周岁之间2、连续缴纳住房公积金9个月以上（外地户籍12个月以上）3、本地户籍客户能提供近9个月连续的工资流水账（外地户籍客户能提供近12个月连续的流水账）4、工资流水账每个月都必须有代发记录，不能断月5、没有当前逾期且近两年内没有超过90天逾期温馨提示：20-60周岁、有缴纳公积金、信用良好方可申请,7646.6
天津,10万元,12月,10323,2.39,月管理费 1.99%,12,36,分期还款,3,2,信用贷,1,22-55周岁、信用无90天逾期、打卡工资2000元以上1、22-55周岁2、信用无90天以上的逾期3、打卡工资稳定2000元以上，在本单位工作一年以上4、本地户口或外地户口在本地拥有房产5、申请人需就职于大型国有企业、事业单位或上市公司的技术人员、管理干部、正式职工，提供一年以上打卡工资、社保、公积金缴费记录证明（免公司外访）温馨提示：本地户口或外地户口有本地房产、月收入2000以上方可申请,23880
天津,10万元,12月,9923,1.91,参考月利率 1.59%,12,48,分期还款,3,1,信用贷,0,1、身份证2、公积金卡3、居住证明4、征信报告,6773.5
天津,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,3,信用贷,1,22-58周岁、无90天以上逾期、名下有本地房产1、22-58周岁2、个人征信无90天以上逾期3、名下有本地房产温馨提示：22-58周岁、无90天以上逾期、名下有本地房产方可申请,27600
天津,10万元,12月,8993,0.79,月管理费 0.66%,12,360,分期还款,20,10,抵押贷,1,18-50周岁、本省有房产、信用良好1、18-50周岁2、本省有房产3、需提供银行卡流水4、信用良好温馨提示：18-50周岁、本省有房产、信用良好方可申请,7920
天津,10万元,12月,9923,1.91,参考月利率 1.59%,12,48,分期还款,1,1,信用贷,0,1、有效二代身份证2、至少半年的工资流水3、社保或者公积金卡4、工作证明5、征信报告6、住址证明,6773.5
天津,10万元,12月,10893,3.07,月管理费 2.56%,12,36,分期还款,4,2,信用贷,1,18-60周岁、本地有房产、信用良好1、本地有房产2、年龄18-60周岁3、征信良好温馨提示：18-60周岁、本地有房产、信用良好方可申请,30720
天津,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,3,信用贷,1,22-58周岁、无90天以上逾期、需提供近半年流水1、22-58周岁2、个人征信无90天以上逾期3、需连续6个月无断月的打卡工资或自存流水温馨提示：22-58周岁、无90天以上逾期、需提供近半年流水方可申请,27600
天津,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,2,2,信用贷,1,18-59周岁、工资打卡1000以上、信用良好1、年龄18-59周岁2、工资打卡1000以上或退休3、信用记录良好（可做白户）4、有半年流水温馨提示：18-59周岁、工资打卡1000以上、信用良好方可申请,27600
天津,10万元,12月,10233,2.28,月管理费 1.90%,12,36,分期还款,3,2,信用贷,0,1、身份证2、征信报告3、工作证明4、劳动合同5、打卡工资6个月银行流水,22800
天津,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,2,信用贷,0,1、身份证2、户口本3、一个月内的人行征信4、进半年流水（1800以上、打卡或自存）5、收入证明6、住址证明（煤、水、电、有线电视、固定电话、宽带费、物业费）任选其一,27600
天津,10万元,12月,10133,2.16,月管理费 1.80%,12,36,分期还款,3,2,信用贷,1,21-55周岁、本地有房产、信用良好1、适用人群：在当地有房产（按揭房也可以）2、年龄：21-55周岁之间的中国公民3、必须有当地房产4、如果是出租车司机，有当地房产可以5、本地有房，只要信用良好就可以批5万温馨提示：必须有当地房产方可申请,21600
天津,10万元,12月,9953,1.94,参考月利率 0.72%,12,36,分期还款,3,3,信用贷,1,21-55周岁、本地有房产、月打卡2000元以上1、年龄21-55周岁2、有天津市房产（公产房不可申请）贷款房更好、期房也可以3、个人信用记录良好、没征信的、有打卡工资2000以上或者有房产也可以4、自存或打卡工资2000元以上温馨提示：年龄21-55周岁、名下有天津市房产方可申请,3050.4
天津,10万元,12月,10083,2.1,月管理费 1.75%,12,24,分期还款,1,1,信用贷,1,提供还贷合同及流水、工作收入稳定、征信良好1、提供住址证明，有房子的话提供房本，2个月内的煤水电缴费小票（一张即可）2、本地人需提供户口本，租房者需提供租房合同3、同行贷款合同原件及9个月的还款流水温馨提示：提供还贷合同及流水、工作收入稳定、征信良好方可申请,21000
天津,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,2,信用贷,0,1、身份证2、户口本3、个人信用报告4、工作证明、流水尽量提供5、住址证明（煤、水、电、有线电视、固定电话、宽带费、物业费）任选其一,27600
